0.053917374	-4.0831914	3.4220448	-2.5468025	0.00527094	-0.0030550987	1.2739407	-4.2960362	2.9007795	-3.6782668	-3.65494	-0.009685069	2.5749474	-1.381347	-0.0019023013	-0.0058273925
-0.0083371885	-0.038618386	-0.030537248	0.026840154	-0.008494269	-0.006774854	0.021818068	-0.04035554	-0.0027452335	0.0011038184	-0.007228028	-0.047512304	-0.0050389543	0.020027075	-0.030507732	-0.010329008
-0.017232023	-0.023411334	0.0061562546	-0.035887312	-0.009900831	-0.021001924	-0.02770505	-0.023039604	-0.011547744	0.047180835	0.0017371178	0.010909032	0.027711418	0.03142109	0.008799814	0.02048174
-0.02690289	0.013251159	-0.039865814	-0.02232033	0.04386015	0.036624882	0.043492857	-0.011369966	-0.042800404	0.032782618	-0.011462532	-0.022323107	0.024036434	0.02412882	-0.025086248	0.03224236
0.003002204	0.038628165	-0.03175614	-0.024165833	0.008766137	0.017553065	-0.040889155	0.028425548	-0.024609769	0.044302214	0.029800836	-0.04477488	0.022648815	0.020431709	-0.036581874	-0.0050251707
0.030652825	-0.009459864	0.017220203	-0.0114264	-0.019706858	-0.04440404	0.046992812	0.039248023	-0.049899247	0.00986116	-0.03772018	0.021138553	-0.004505016	0.036735628	0.014910672	0.0016112328
0.032622684	0.021875191	-0.030995918	0.0026172884	-0.026535332	-0.048737288	0.0142039545	0.036536302	-0.031738296	0.039492216	0.029555488	0.015707407	-0.02291031	0.033102404	-0.02189212	0.0038279518
-0.026261568	-0.025880551	0.03855372	-0.011469163	0.033587564	-9.011477e-06	0.029153261	-0.0048328266	-0.019467069	0.0411678	-0.00036276504	0.013975147	0.047312308	0.022015098	-0.027017463	-0.02287885
0.04692651	0.014014844	-0.015672922	-0.018511057	0.031070862	0.012510989	0.030994143	0.0038347133	-0.048468556	0.00855862	-0.04031688	-0.004276216	0.04467776	0.04203883	0.02319279	-0.025323702
-0.039287068	0.039034758	0.03442553	-0.025587691	0.021918658	0.0072319508	0.02836993	-0.0050027	-0.012033321	0.0095940605	0.009460546	-0.0060626045	0.028618459	0.03992981	0.040622387	0.04194467
0.04619098	-0.03700166	-0.046740115	0.049435247	-0.02946571	0.044550274	-0.029499186	-0.02527218	-0.037689902	-0.021114875	0.02535155	-0.019167935	0.040162776	0.038427804	0.028606009	-0.0342564
0.024441574	-0.046151426	0.015909445	-0.043719042	0.024146665	0.028255735	-0.043688428	0.015437115	0.032186937	-0.0035955682	-0.043625366	-0.022510124	-0.015210092	0.032269347	0.00042951107	0.0057767257
0.048486244	0.030492913	-0.0045014247	0.02499881	0.020190287	-0.0144205205	-0.029274225	-0.016675256	-0.02456739	0.03864329	-0.03827076	0.00056791306	-0.0025449023	0.020446967	-0.0039661527	0.04328866
0.016347896	0.036420453	-0.009749092	-0.0330349	-0.0013404265	-0.04340441	0.03427377	0.013812933	0.04858662	0.04671905	-0.04391402	0.028884005	-0.026446117	0.04575335	-0.028851748	-0.022902643
0.03803536	0.010626506	-0.025721347	-0.019396722	0.012889769	0.007952869	0.030456316	0.017932061	-0.028194774	0.009679161	0.030906942	0.040292013	0.02609757	0.03065231	-0.0041584	0.02851497
0.0076950677	0.027420606	-0.017968595	-0.04053079	0.008265138	-0.005521141	0.020181004	0.0179821	-0.039931882	0.026479457	0.0143939	0.036909286	0.012650762	-0.03497847	-0.028251028	-0.045190573
0.002876211	-0.007017363	0.045746293	0.012825716	-0.028645432	0.026802544	-0.036856044	-0.015869569	-0.023868788	0.018997703	0.031951655	-0.038008668	0.004159808	-0.031279743	-0.0367591	-0.042730488
-0.025165666	0.008864213	-0.025601208	0.031166527	-0.008276284	-0.04991422	0.037216056	0.017216828	-0.048851956	-0.018213034	0.013015155	-0.015677035	0.03190266	-0.015874304	-0.03983464	-0.00029594824
0.041136373	-0.0043214336	-0.044918396	-0.015243363	-0.043857504	0.0356603	-0.0026030429	0.044842068	0.03033756	0.02730802	-0.009634875	-0.004998423	0.018376816	-0.022799194	-0.03382287	0.016193423
0.0048432574	0.006224405	-0.015787385	0.03995279	0.021264289	-0.019686341	-0.004050065	0.03921208	0.022239793	-0.025758838	-0.014182497	0.03430737	0.04159269	0.030646753	-0.038938474	0.03812698
-0.04861876	0.011927091	-0.03944545	0.041912828	0.04030562	0.027787056	0.02473608	-0.046323158	0.040483143	-0.012994967	0.020349529	0.008855928	0.031228248	-0.041975975	0.002115082	0.037807073
0.04684401	-0.0070951097	0.044827882	-0.047966518	-0.018726159	0.02938379	0.018180002	-0.014485132	0.0055722483	-0.016605057	0.024233434	0.033334564	-0.00088976696	-0.0057806373	-0.025602734	-0.02916745
0.010860216	-0.0062455647	-0.017935704	-0.043551076	-0.010610353	0.023014534	-0.010202419	-0.012491442	-0.03597436	0.0007887967	-0.0057841055	-0.02072444	0.014129724	0.015895013	-0.007957805	-0.017856397
-0.005478788	0.018192697	-0.010867942	0.048446383	0.046254005	0.027452718	-0.003546536	0.022547696	-0.035869934	-0.008710086	0.02103604	-0.045577493	0.045921575	0.02678034	-0.03634075	0.045223627
0.041730057	0.018679287	-0.023065055	0.0033522956	0.039371643	-0.030470384	0.026852038	0.016923215	-0.039853632	-0.029998636	-0.013969541	-0.031348884	-0.002792228	0.034891617	-0.03336128	0.02951188
-0.040503334	-0.039657187	-0.04699973	-0.003277339	0.0032132044	0.031931307	-0.02316736	-0.017029095	0.009179927	-0.03890711	0.042195532	-0.026689768	-0.009809233	-0.022775948	0.029715408	0.039549936
-0.018783271	-0.017920006	0.022533085	0.010910273	-0.0054100044	-0.014500521	0.008427419	0.031115737	-0.004146956	0.04909164	0.021728192	-0.03692559	-0.0015151016	-0.023227919	-0.045055177	-0.036593653
0.0155798085	-0.0010315999	0.017262105	0.01700722	0.011538349	0.009600699	-0.03558774	-0.048767533	-0.017948411	0.035285283	-0.048646547	0.022115592	-0.0049954876	0.017687213	0.045821022	-0.031324435
